!date	time	sPPOMW_konc_mg_l	sPDOMW_konc_mg_l	sPO4W_konc_mg_l	sNPOMW_konc_mg_l	sNDOMW_konc_mg_l	sNO3W_konc_mg_l	sNH4W_konc_mg_l
2006-01-01	12:00:00	0.05950851	0.01988617	0.004529211	0.48362495	0.120903475	0.264326426	0.103532407
2006-10-26	12:00:00	0.05950851	0.01988617	0.004529211	0.48362495	0.120903475	0.264326426	0.103532407
2006-10-27	12:00:00	0.071588438	0.023879185	0.00312695	1.086390306	0.271591813	0.085930716	0.244856992
2006-10-28	12:00:00	0.071588438	0.023879185	0.00312695	1.086390306	0.271591813	0.085930716	0.244856992
2006-10-29	12:00:00	0.071588438	0.023879185	0.00312695	1.086390306	0.271591813	0.085930716	0.244856992
2006-10-30	12:00:00	0.071588438	0.023879185	0.00312695	1.086390306	0.271591813	0.085930716	0.244856992
2006-10-31	12:00:00	0.071588438	0.023879185	0.00312695	1.086390306	0.271591813	0.085930716	0.244856992
2006-11-01	12:00:00	0.071588438	0.023879185	0.00312695	1.086390306	0.271591813	0.085930716	0.244856992
2006-11-02	12:00:00	0.071588438	0.023879185	0.00312695	1.086390306	0.271591813	0.085930716	0.244856992
2006-11-03	12:00:00	0.071588438	0.023879185	0.00312695	1.086390306	0.271591813	0.085930716	0.244856992
2006-11-04	12:00:00	0.071588438	0.023879185	0.00312695	1.086390306	0.271591813	0.085930716	0.244856992
2006-11-05	12:00:00	0.071588438	0.023879185	0.00312695	1.086390306	0.271591813	0.085930716	0.244856992
2006-11-06	12:00:00	0.071588438	0.023879185	0.00312695	1.086390306	0.271591813	0.085930716	0.244856992
2006-11-07	12:00:00	0.071588438	0.023879185	0.00312695	1.086390306	0.271591813	0.085930716	0.244856992
2006-11-08	12:00:00	0.071588438	0.023879185	0.00312695	1.086390306	0.271591813	0.085930716	0.244856992
2006-11-09	12:00:00	0.071588438	0.023879185	0.00312695	1.086390306	0.271591813	0.085930716	0.244856992
2006-11-10	12:00:00	0.071588438	0.023879185	0.00312695	1.086390306	0.271591813	0.085930716	0.244856992
2006-11-11	12:00:00	0.071588438	0.023879185	0.00312695	1.086390306	0.271591813	0.085930716	0.244856992
2006-11-12	12:00:00	0.071588438	0.023879185	0.00312695	1.086390306	0.271591813	0.085930716	0.244856992
2006-11-13	12:00:00	0.071588438	0.023879185	0.00312695	1.086390306	0.271591813	0.085930716	0.244856992
2006-11-14	12:00:00	0.071588438	0.023879185	0.00312695	1.086390306	0.271591813	0.085930716	0.244856992
2006-11-15	12:00:00	0.071588438	0.023879185	0.00312695	1.086390306	0.271591813	0.085930716	0.244856992
2006-11-16	12:00:00	0.060617695	0.02022295	0.002841079	0.277102122	0.06922553	0.19695535	0.628935577
2006-11-17	12:00:00	0.060617695	0.02022295	0.002841079	0.277102122	0.06922553	0.19695535	0.628935577
2006-11-18	12:00:00	0.060617695	0.02022295	0.002841079	0.277102122	0.06922553	0.19695535	0.628935577
2006-11-19	12:00:00	0.060617695	0.02022295	0.002841079	0.277102122	0.06922553	0.19695535	0.628935577
2006-11-20	12:00:00	0.060617695	0.02022295	0.002841079	0.277102122	0.06922553	0.19695535	0.628935577
2006-11-21	12:00:00	0.060617695	0.02022295	0.002841079	0.277102122	0.06922553	0.19695535	0.628935577
2006-11-22	12:00:00	0.060617695	0.02022295	0.002841079	0.277102122	0.06922553	0.19695535	0.628935577
2006-11-23	12:00:00	0.060617695	0.02022295	0.002841079	0.277102122	0.06922553	0.19695535	0.628935577
2006-11-24	12:00:00	0.060617695	0.02022295	0.002841079	0.277102122	0.06922553	0.19695535	0.628935577
2006-11-25	12:00:00	0.060617695	0.02022295	0.002841079	0.277102122	0.06922553	0.19695535	0.628935577
2006-11-26	12:00:00	0.060617695	0.02022295	0.002841079	0.277102122	0.06922553	0.19695535	0.628935577
2006-11-27	12:00:00	0.060617695	0.02022295	0.002841079	0.277102122	0.06922553	0.19695535	0.628935577
2006-11-28	12:00:00	0.060617695	0.02022295	0.002841079	0.277102122	0.06922553	0.19695535	0.628935577
2006-11-29	12:00:00	0.060617695	0.02022295	0.002841079	0.277102122	0.06922553	0.19695535	0.628935577
2006-11-30	12:00:00	0.060617695	0.02022295	0.002841079	0.277102122	0.06922553	0.19695535	0.628935577
2006-12-01	12:00:00	0.060617695	0.02022295	0.002841079	0.277102122	0.06922553	0.19695535	0.628935577
2006-12-02	12:00:00	0.060617695	0.02022295	0.002841079	0.277102122	0.06922553	0.19695535	0.628935577
2006-12-03	12:00:00	0.060617695	0.02022295	0.002841079	0.277102122	0.06922553	0.19695535	0.628935577
2006-12-04	12:00:00	0.060617695	0.02022295	0.002841079	0.277102122	0.06922553	0.19695535	0.628935577
2006-12-05	12:00:00	0.060617695	0.02022295	0.002841079	0.277102122	0.06922553	0.19695535	0.628935577
2006-12-06	12:00:00	0.060617695	0.02022295	0.002841079	0.277102122	0.06922553	0.19695535	0.628935577
2006-12-07	12:00:00	0.060617695	0.02022295	0.002841079	0.277102122	0.06922553	0.19695535	0.628935577
2006-12-08	12:00:00	0.060617695	0.02022295	0.002841079	0.277102122	0.06922553	0.19695535	0.628935577
2006-12-09	12:00:00	0.060617695	0.02022295	0.002841079	0.277102122	0.06922553	0.19695535	0.628935577
2006-12-10	12:00:00	0.060617695	0.02022295	0.002841079	0.277102122	0.06922553	0.19695535	0.628935577
2006-12-11	12:00:00	0.060617695	0.02022295	0.002841079	0.277102122	0.06922553	0.19695535	0.628935577
2006-12-12	12:00:00	0.060617695	0.02022295	0.002841079	0.277102122	0.06922553	0.19695535	0.628935577
2006-12-13	12:00:00	0.044899706	0.014944671	0.001511682	0.546591466	0.136675969	0.198316241	0.078193045
2006-12-14	12:00:00	0.044899706	0.014944671	0.001511682	0.546591466	0.136675969	0.198316241	0.078193045
2006-12-15	12:00:00	0.044899706	0.014944671	0.001511682	0.546591466	0.136675969	0.198316241	0.078193045
2006-12-16	12:00:00	0.044899706	0.014944671	0.001511682	0.546591466	0.136675969	0.198316241	0.078193045
2006-12-17	12:00:00	0.044899706	0.014944671	0.001511682	0.546591466	0.136675969	0.198316241	0.078193045
2006-12-18	12:00:00	0.044899706	0.014944671	0.001511682	0.546591466	0.136675969	0.198316241	0.078193045
2006-12-19	12:00:00	0.044899706	0.014944671	0.001511682	0.546591466	0.136675969	0.198316241	0.078193045
2006-12-20	12:00:00	0.044899706	0.014944671	0.001511682	0.546591466	0.136675969	0.198316241	0.078193045
2006-12-21	12:00:00	0.044899706	0.014944671	0.001511682	0.546591466	0.136675969	0.198316241	0.078193045
2006-12-22	12:00:00	0.044899706	0.014944671	0.001511682	0.546591466	0.136675969	0.198316241	0.078193045
2006-12-23	12:00:00	0.044899706	0.014944671	0.001511682	0.546591466	0.136675969	0.198316241	0.078193045
2006-12-24	12:00:00	0.044899706	0.014944671	0.001511682	0.546591466	0.136675969	0.198316241	0.078193045
2006-12-25	12:00:00	0.044899706	0.014944671	0.001511682	0.546591466	0.136675969	0.198316241	0.078193045
2006-12-26	12:00:00	0.044899706	0.014944671	0.001511682	0.546591466	0.136675969	0.198316241	0.078193045
2006-12-27	12:00:00	0.044899706	0.014944671	0.001511682	0.546591466	0.136675969	0.198316241	0.078193045
2006-12-28	12:00:00	0.044899706	0.014944671	0.001511682	0.546591466	0.136675969	0.198316241	0.078193045
2006-12-29	12:00:00	0.044899706	0.014944671	0.001511682	0.546591466	0.136675969	0.198316241	0.078193045
2006-12-30	12:00:00	0.044899706	0.014944671	0.001511682	0.546591466	0.136675969	0.198316241	0.078193045
2006-12-31	12:00:00	0.044899706	0.014944671	0.001511682	0.546591466	0.136675969	0.198316241	0.078193045
2007-01-01	12:00:00	0.079152975	0.026413106	0.002764539	0.313633595	0.078363924	1.2925717	0.036642663
2007-01-02	12:00:00	0.079152975	0.026413106	0.002764539	0.313633595	0.078363924	1.2925717	0.036642663
2007-01-03	12:00:00	0.079152975	0.026413106	0.002764539	0.313633595	0.078363924	1.2925717	0.036642663
2007-01-04	12:00:00	0.079152975	0.026413106	0.002764539	0.313633595	0.078363924	1.2925717	0.036642663
2007-01-05	12:00:00	0.079152975	0.026413106	0.002764539	0.313633595	0.078363924	1.2925717	0.036642663
2007-01-06	12:00:00	0.079152975	0.026413106	0.002764539	0.313633595	0.078363924	1.2925717	0.036642663
2007-01-07	12:00:00	0.079152975	0.026413106	0.002764539	0.313633595	0.078363924	1.2925717	0.036642663
2007-01-08	12:00:00	0.079152975	0.026413106	0.002764539	0.313633595	0.078363924	1.2925717	0.036642663
2007-01-09	12:00:00	0.079152975	0.026413106	0.002764539	0.313633595	0.078363924	1.2925717	0.036642663
2007-01-10	12:00:00	0.079152975	0.026413106	0.002764539	0.313633595	0.078363924	1.2925717	0.036642663
2007-01-11	12:00:00	0.079152975	0.026413106	0.002764539	0.313633595	0.078363924	1.2925717	0.036642663
2007-01-12	12:00:00	0.079152975	0.026413106	0.002764539	0.313633595	0.078363924	1.2925717	0.036642663
2007-01-13	12:00:00	0.060066991	0.019990974	0.002867943	0.372080446	0.092971419	1.700145074	0.03462539
2007-01-14	12:00:00	0.079152975	0.026413106	0.002764539	0.313633595	0.078363924	1.2925717	0.036642663
2007-01-15	12:00:00	0.079152975	0.026413106	0.002764539	0.313633595	0.078363924	1.2925717	0.036642663
2007-01-16	12:00:00	0.060081276	0.019995781	0.002867865	0.372036702	0.092960486	1.699840025	0.0346269
2007-01-17	12:00:00	0.079152975	0.026413106	0.002764539	0.313633595	0.078363924	1.2925717	0.036642663
2007-01-18	12:00:00	0.057084735	0.018987492	0.0028841	0.381212986	0.095253895	1.763829944	0.034310184
2007-01-19	12:00:00	0.079152975	0.026413106	0.002764539	0.313633595	0.078363924	1.2925717	0.036642663
2007-01-20	12:00:00	0.057865629	0.019250251	0.002879869	0.378821658	0.094656236	1.747154252	0.034392719
2007-01-21	12:00:00	0.055740086	0.018535039	0.002891385	0.385330693	0.096283025	1.792544364	0.034168062
2007-01-22	12:00:00	0.079152975	0.026413106	0.002764539	0.313633595	0.078363924	1.2925717	0.036642663
2007-01-23	12:00:00	0.079152975	0.026413106	0.002764539	0.313633595	0.078363924	1.2925717	0.036642663
2007-01-24	12:00:00	0.079152975	0.026413106	0.002764539	0.313633595	0.078363924	1.2925717	0.036642663
2007-01-25	12:00:00	0.079152975	0.026413106	0.002764539	0.313633595	0.078363924	1.2925717	0.036642663
2007-01-26	12:00:00	0.061244982	0.020387349	0.002861561	0.368473095	0.092069842	1.674989563	0.034749897
2007-01-27	12:00:00	0.079152975	0.026413106	0.002764539	0.313633595	0.078363924	1.2925717	0.036642663
2007-01-28	12:00:00	0.05715937	0.019012606	0.002883696	0.38098443	0.095196772	1.762236126	0.034318072
2007-01-29	12:00:00	0.079152975	0.026413106	0.002764539	0.313633595	0.078363924	1.2925717	0.036642663
2007-01-30	12:00:00	0.079152975	0.026413106	0.002764539	0.313633595	0.078363924	1.2925717	0.036642663
2007-01-31	12:00:00	0.061226206	0.020381032	0.002861662	0.368530592	0.092084212	1.67539051	0.034747912
2007-02-01	12:00:00	0.02875037	0.009606713	0.002313136	0.269368268	0.067330778	1.201518139	0.144982985
2007-02-02	12:00:00	0.039274939	0.01304481	0.003066016	0.420000703	0.104999688	1.591401324	0.210062423
2007-02-03	12:00:00	0.039016516	0.01296039	0.00304753	0.416302039	0.104074757	1.581828041	0.208464447
2007-02-04	12:00:00	0.02875037	0.009606713	0.002313136	0.269368268	0.067330778	1.201518139	0.144982985
2007-02-05	12:00:00	0.02875037	0.009606713	0.002313136	0.269368268	0.067330778	1.201518139	0.144982985
2007-02-06	12:00:00	0.02875037	0.009606713	0.002313136	0.269368268	0.067330778	1.201518139	0.144982985
2007-02-07	12:00:00	0.035701817	0.011877566	0.002810411	0.368860557	0.092210985	1.459034857	0.187967766
2007-02-08	12:00:00	0.02875037	0.009606713	0.002313136	0.269368268	0.067330778	1.201518139	0.144982985
2007-02-09	12:00:00	0.03036821	0.010135218	0.002428869	0.29252354	0.073121257	1.261451124	0.15498702
2007-02-10	12:00:00	0.037543541	0.012479208	0.00294216	0.395220155	0.098802774	1.527261625	0.199356202
2007-02-11	12:00:00	0.02875037	0.009606713	0.002313136	0.269368268	0.067330778	1.201518139	0.144982985
2007-02-12	12:00:00	0.036252422	0.012057434	0.002849799	0.376741072	0.094181678	1.47943206	0.191372474
2007-02-13	12:00:00	0.02875037	0.009606713	0.002313136	0.269368268	0.067330778	1.201518139	0.144982985
2007-02-14	12:00:00	0.036321931	0.012080141	0.002854771	0.377735908	0.094430459	1.482007003	0.191802285
2007-02-15	12:00:00	0.02875037	0.009606713	0.002313136	0.269368268	0.067330778	1.201518139	0.144982985
2007-02-16	12:00:00	0.03564585	0.011859283	0.002806408	0.368059527	0.09201067	1.456961546	0.187621688
2007-02-17	12:00:00	0.02875037	0.009606713	0.002313136	0.269368268	0.067330778	1.201518139	0.144982985
2007-02-18	12:00:00	0.02875037	0.009606713	0.002313136	0.269368268	0.067330778	1.201518139	0.144982985
2007-02-19	12:00:00	0.036004506	0.011976446	0.002832064	0.373192777	0.09329435	1.47024798	0.189839464
2007-02-20	12:00:00	0.02875037	0.009606713	0.002313136	0.269368268	0.067330778	1.201518139	0.144982985
2007-02-21	12:00:00	0.035912756	0.011946474	0.002825501	0.371879612	0.092965965	1.466849104	0.189272123
2007-02-22	12:00:00	0.035705661	0.011878822	0.002810686	0.368915568	0.092224742	1.459177244	0.187991533
2007-02-23	12:00:00	0.02875037	0.009606713	0.002313136	0.269368268	0.067330778	1.201518139	0.144982985
2007-02-24	12:00:00	0.02875037	0.009606713	0.002313136	0.269368268	0.067330778	1.201518139	0.144982985
2007-02-25	12:00:00	0.02875037	0.009606713	0.002313136	0.269368268	0.067330778	1.201518139	0.144982985
2007-02-26	12:00:00	0.02875037	0.009606713	0.002313136	0.269368268	0.067330778	1.201518139	0.144982985
2007-02-27	12:00:00	0.037896083	0.012594375	0.002967379	0.400265894	0.100064571	1.540321554	0.20153617
2007-02-28	12:00:00	0.02875037	0.009606713	0.002313136	0.269368268	0.067330778	1.201518139	0.144982985
2007-03-01	12:00:00	0.037445816	0.012520209	0.003503628	0.222226159	0.055564726	2.542927461	0.245958792
2007-03-02	12:00:00	0.037445816	0.012520209	0.003503628	0.222226159	0.055564726	2.542927461	0.245958792
2007-03-03	12:00:00	0.037445816	0.012520209	0.003503628	0.222226159	0.055564726	2.542927461	0.245958792
2007-03-04	12:00:00	0.037445816	0.012520209	0.003503628	0.222226159	0.055564726	2.542927461	0.245958792
2007-03-05	12:00:00	0.037445816	0.012520209	0.003503628	0.222226159	0.055564726	2.542927461	0.245958792
2007-03-06	12:00:00	0.037445816	0.012520209	0.003503628	0.222226159	0.055564726	2.542927461	0.245958792
2007-03-07	12:00:00	0.037445816	0.012520209	0.003503628	0.222226159	0.055564726	2.542927461	0.245958792
2007-03-08	12:00:00	0.037445816	0.012520209	0.003503628	0.222226159	0.055564726	2.542927461	0.245958792
2007-03-09	12:00:00	0.040512693	0.013559943	0.003926431	0.24372101	0.060943189	2.543795615	0.292309038
2007-03-10	12:00:00	0.037445816	0.012520209	0.003503628	0.222226159	0.055564726	2.542927461	0.245958792
2007-03-11	12:00:00	0.037445816	0.012520209	0.003503628	0.222226159	0.055564726	2.542927461	0.245958792
2007-03-12	12:00:00	0.037445816	0.012520209	0.003503628	0.222226159	0.055564726	2.542927461	0.245958792
2007-03-13	12:00:00	0.037445816	0.012520209	0.003503628	0.222226159	0.055564726	2.542927461	0.245958792
2007-03-14	12:00:00	0.037445816	0.012520209	0.003503628	0.222226159	0.055564726	2.542927461	0.245958792
2007-03-15	12:00:00	0.037445816	0.012520209	0.003503628	0.222226159	0.055564726	2.542927461	0.245958792
2007-03-16	12:00:00	0.037445816	0.012520209	0.003503628	0.222226159	0.055564726	2.542927461	0.245958792
2007-03-17	12:00:00	0.040618132	0.013595689	0.003940967	0.244460003	0.061128101	2.543825462	0.293902561
2007-03-18	12:00:00	0.037445816	0.012520209	0.003503628	0.222226159	0.055564726	2.542927461	0.245958792
2007-03-19	12:00:00	0.037445816	0.012520209	0.003503628	0.222226159	0.055564726	2.542927461	0.245958792
2007-03-20	12:00:00	0.037445816	0.012520209	0.003503628	0.222226159	0.055564726	2.542927461	0.245958792
2007-03-21	12:00:00	0.043532574	0.014583745	0.004342756	0.264886485	0.066239236	2.544650465	0.337949038
2007-03-22	12:00:00	0.04043134	0.013532363	0.003915216	0.243150833	0.060800519	2.543772586	0.291079542
2007-03-23	12:00:00	0.043605756	0.014608555	0.004352845	0.265399401	0.066367579	2.544671181	0.339055061
2007-03-24	12:00:00	0.044817007	0.015019194	0.00451983	0.273888707	0.068491781	2.545014055	0.357360906
2007-03-25	12:00:00	0.0471604	0.015813652	0.004842893	0.290312875	0.072601453	2.545677409	0.392777028
2007-03-26	12:00:00	0.037445816	0.012520209	0.003503628	0.222226159	0.055564726	2.542927461	0.245958792
2007-03-27	12:00:00	0.040750607	0.013640601	0.003959231	0.245388483	0.061360426	2.543862962	0.295904682
2007-03-28	12:00:00	0.041038073	0.013738058	0.003998861	0.24740325	0.061864563	2.543944336	0.300249208
2007-03-29	12:00:00	0.047453221	0.015912925	0.004883262	0.292365174	0.073114982	2.545760299	0.397202485
2007-03-30	12:00:00	0.037505485	0.012540438	0.003511854	0.222644363	0.055669369	2.542944352	0.246860582
2007-03-31	12:00:00	0.037445816	0.012520209	0.003503628	0.222226159	0.055564726	2.542927461	0.245958792
2007-04-01	12:00:00	0.04938519	0.016394678	0.003508829	0.468296545	0.117073457	0.527608685	0.46288705
2007-04-02	12:00:00	0.050094313	0.016631584	0.003477404	0.473265076	0.118317169	0.529496104	0.451925771
2007-04-03	12:00:00	0.049819646	0.016539823	0.003489576	0.471340599	0.117835438	0.528765043	0.456171439
2007-04-04	12:00:00	0.04938519	0.016394678	0.003508829	0.468296545	0.117073457	0.527608685	0.46288705
2007-04-05	12:00:00	0.04938519	0.016394678	0.003508829	0.468296545	0.117073457	0.527608685	0.46288705
2007-04-06	12:00:00	0.04938519	0.016394678	0.003508829	0.468296545	0.117073457	0.527608685	0.46288705
2007-04-07	12:00:00	0.049678843	0.016492783	0.003495816	0.470354047	0.117588486	0.528390277	0.458347911
2007-04-08	12:00:00	0.04938519	0.016394678	0.003508829	0.468296545	0.117073457	0.527608685	0.46288705
2007-04-09	12:00:00	0.04938519	0.016394678	0.003508829	0.468296545	0.117073457	0.527608685	0.46288705
2007-04-10	12:00:00	0.04938519	0.016394678	0.003508829	0.468296545	0.117073457	0.527608685	0.46288705
2007-04-11	12:00:00	0.04938519	0.016394678	0.003508829	0.468296545	0.117073457	0.527608685	0.46288705
2007-04-12	12:00:00	0.04938519	0.016394678	0.003508829	0.468296545	0.117073457	0.527608685	0.46288705
2007-04-13	12:00:00	0.063347223	0.021059148	0.002890098	0.566122645	0.141561065	0.564770338	0.247068917
2007-04-14	12:00:00	0.050749614	0.016850508	0.003448364	0.47785649	0.119466481	0.531240265	0.441796467
2007-04-15	12:00:00	0.067253044	0.022364014	0.00271701	0.593489091	0.148411371	0.575166156	0.186694689
2007-04-16	12:00:00	0.04938519	0.016394678	0.003508829	0.468296545	0.117073457	0.527608685	0.46288705
2007-04-17	12:00:00	0.04938519	0.016394678	0.003508829	0.468296545	0.117073457	0.527608685	0.46288705
2007-04-18	12:00:00	0.04938519	0.016394678	0.003508829	0.468296545	0.117073457	0.527608685	0.46288705
2007-04-19	12:00:00	0.04938519	0.016394678	0.003508829	0.468296545	0.117073457	0.527608685	0.46288705
2007-04-20	12:00:00	0.070000159	0.023281776	0.002595271	0.612736968	0.153229456	0.582477936	0.144231167
2007-04-21	12:00:00	0.04938519	0.016394678	0.003508829	0.468296545	0.117073457	0.527608685	0.46288705
2007-04-22	12:00:00	0.063177477	0.021002438	0.00289762	0.564933304	0.141263351	0.564318537	0.24969277
2007-04-23	12:00:00	0.04938519	0.016394678	0.003508829	0.468296545	0.117073457	0.527608685	0.46288705
2007-04-24	12:00:00	0.04938519	0.016394678	0.003508829	0.468296545	0.117073457	0.527608685	0.46288705
2007-04-25	12:00:00	0.070241895	0.023362536	0.002584558	0.614430713	0.15365343	0.583121347	0.140494527
2007-04-26	12:00:00	0.04938519	0.016394678	0.003508829	0.468296545	0.117073457	0.527608685	0.46288705
2007-04-27	12:00:00	0.064251875	0.021361376	0.002850008	0.57246116	0.143147707	0.567178179	0.233085263
2007-04-28	12:00:00	0.04938519	0.016394678	0.003508829	0.468296545	0.117073457	0.527608685	0.46288705
2007-04-29	12:00:00	0.069024383	0.022955786	0.002638513	0.605900115	0.151518071	0.579880789	0.159314225
2007-04-30	12:00:00	0.068242102	0.02269444	0.00267318	0.600419003	0.150146051	0.577798654	0.171406329
2007-05-01	12:00:00	0.053602341	0.017868126	0.00175014	0.260173252	0.065026499	0.787461003	0.084070632
2007-05-02	12:00:00	0.053602341	0.017868126	0.00175014	0.260173252	0.065026499	0.787461003	0.084070632
2007-05-03	12:00:00	0.053602341	0.017868126	0.00175014	0.260173252	0.065026499	0.787461003	0.084070632
2007-05-04	12:00:00	0.062881757	0.020914922	0.002984505	0.022260671	0.005563729	1.550778939	0.076690531
2007-05-05	12:00:00	0.053602341	0.017868126	0.00175014	0.260173252	0.065026499	0.787461003	0.084070632
2007-05-06	12:00:00	0.054194275	0.018062481	0.00182888	0.244996785	0.061233363	0.83615313	0.083599855
2007-05-07	12:00:00	0.053602341	0.017868126	0.00175014	0.260173252	0.065026499	0.787461003	0.084070632
2007-05-08	12:00:00	0.053602341	0.017868126	0.00175014	0.260173252	0.065026499	0.787461003	0.084070632
2007-05-09	12:00:00	0.053602341	0.017868126	0.00175014	0.260173252	0.065026499	0.787461003	0.084070632
2007-05-10	12:00:00	0.061899612	0.020592445	0.002853858	0.047441618	0.011857339	1.469988471	0.07747165
2007-05-11	12:00:00	0.062001372	0.020625857	0.002867394	0.04483262	0.011205258	1.478359171	0.077390718
2007-05-12	12:00:00	0.053602341	0.017868126	0.00175014	0.260173252	0.065026499	0.787461003	0.084070632
2007-05-13	12:00:00	0.053602341	0.017868126	0.00175014	0.260173252	0.065026499	0.787461003	0.084070632
2007-05-14	12:00:00	0.053602341	0.017868126	0.00175014	0.260173252	0.065026499	0.787461003	0.084070632
2007-05-15	12:00:00	0.062557865	0.020808576	0.00294142	0.030564836	0.007639234	1.524135883	0.076948128
2007-05-16	12:00:00	0.061923218	0.020600196	0.002856998	0.046836392	0.011706071	1.471930274	0.077452875
2007-05-17	12:00:00	0.053602341	0.017868126	0.00175014	0.260173252	0.065026499	0.787461003	0.084070632
2007-05-18	12:00:00	0.053602341	0.017868126	0.00175014	0.260173252	0.065026499	0.787461003	0.084070632
2007-05-19	12:00:00	0.053602341	0.017868126	0.00175014	0.260173252	0.065026499	0.787461003	0.084070632
2007-05-20	12:00:00	0.062746779	0.020870603	0.00296655	0.025721339	0.006428672	1.539675743	0.076797882
2007-05-21	12:00:00	0.053602341	0.017868126	0.00175014	0.260173252	0.065026499	0.787461003	0.084070632
2007-05-22	12:00:00	0.053602341	0.017868126	0.00175014	0.260173252	0.065026499	0.787461003	0.084070632
2007-05-23	12:00:00	0.054773673	0.01825272	0.001905953	0.230141757	0.057520566	0.883813951	0.083139048
2007-05-24	12:00:00	0.053602341	0.017868126	0.00175014	0.260173252	0.065026499	0.787461003	0.084070632
2007-05-25	12:00:00	0.053602341	0.017868126	0.00175014	0.260173252	0.065026499	0.787461003	0.084070632
2007-05-26	12:00:00	0.06140735	0.020430816	0.002788376	0.060062598	0.015011768	1.42949536	0.077863155
2007-05-27	12:00:00	0.053602341	0.017868126	0.00175014	0.260173252	0.065026499	0.787461003	0.084070632
2007-05-28	12:00:00	0.060388158	0.020096176	0.002652802	0.086193402	0.02154278	1.345657374	0.078673739
2007-05-29	12:00:00	0.053602341	0.017868126	0.00175014	0.260173252	0.065026499	0.787461003	0.084070632
2007-05-30	12:00:00	0.053602341	0.017868126	0.00175014	0.260173252	0.065026499	0.787461003	0.084070632
2007-05-31	12:00:00	0.061310676	0.020399074	0.002775517	0.062541209	0.015631261	1.421542992	0.077940042
2007-06-01	12:00:00	0.06393307	0.021261702	0.00785892	0.901793739	0.225434723	2.68330641	0.113998853
2007-06-02	12:00:00	0.06393307	0.021261702	0.00785892	0.901793739	0.225434723	2.68330641	0.113998853
2007-06-03	12:00:00	0.064567262	0.021471369	0.007826166	0.912310916	0.228063632	2.702680083	0.116048317
2007-06-04	12:00:00	0.06393307	0.021261702	0.00785892	0.901793739	0.225434723	2.68330641	0.113998853
2007-06-05	12:00:00	0.065444072	0.021761245	0.007780882	0.926851568	0.231698262	2.729465395	0.118881828
2007-06-06	12:00:00	0.06393307	0.021261702	0.00785892	0.901793739	0.225434723	2.68330641	0.113998853
2007-06-07	12:00:00	0.06393307	0.021261702	0.00785892	0.901793739	0.225434723	2.68330641	0.113998853
2007-06-08	12:00:00	0.06393307	0.021261702	0.00785892	0.901793739	0.225434723	2.68330641	0.113998853
2007-06-09	12:00:00	0.06393307	0.021261702	0.00785892	0.901793739	0.225434723	2.68330641	0.113998853
2007-06-10	12:00:00	0.068815352	0.022875804	0.007606767	0.982759487	0.245673192	2.832453275	0.129776505
2007-06-11	12:00:00	0.068000745	0.022606491	0.007648838	0.969250374	0.242296409	2.807568161	0.127144008
2007-06-12	12:00:00	0.063944384	0.021265443	0.007858336	0.901981373	0.225481625	2.683652051	0.114035417
2007-06-13	12:00:00	0.06393307	0.021261702	0.00785892	0.901793739	0.225434723	2.68330641	0.113998853
2007-06-14	12:00:00	0.065787868	0.021874906	0.007763126	0.932552936	0.233123395	2.739967874	0.119992843
2007-06-15	12:00:00	0.071865646	0.023884242	0.007449229	1.033344291	0.258317538	2.925635454	0.139633876
2007-06-16	12:00:00	0.06393307	0.021261702	0.00785892	0.901793739	0.225434723	2.68330641	0.113998853
2007-06-17	12:00:00	0.076015359	0.025256153	0.00723491	1.102161405	0.275519294	3.05240334	0.153044145
2007-06-18	12:00:00	0.080721142	0.026811903	0.006991872	1.180200157	0.295026121	3.19615839	0.168251418
2007-06-19	12:00:00	0.077426894	0.025722812	0.007162009	1.125569713	0.281370513	3.095523744	0.15760568
2007-06-20	12:00:00	0.070335663	0.023378424	0.007528248	1.007971696	0.25197532	2.87889664	0.134689563
2007-06-21	12:00:00	0.06393307	0.021261702	0.00785892	0.901793739	0.225434723	2.68330641	0.113998853
2007-06-22	12:00:00	0.06393307	0.021261702	0.00785892	0.901793739	0.225434723	2.68330641	0.113998853
2007-06-23	12:00:00	0.06393307	0.021261702	0.00785892	0.901793739	0.225434723	2.68330641	0.113998853
2007-06-24	12:00:00	0.064954009	0.021599229	0.007806192	0.918724569	0.22966681	2.714494663	0.117298134
2007-06-25	12:00:00	0.07799367	0.02591019	0.007132737	1.134968894	0.283719963	3.11283796	0.159437282
2007-06-26	12:00:00	0.07012622	0.023309181	0.007539065	1.004498364	0.251107114	2.872498422	0.134012721
2007-06-27	12:00:00	0.06393307	0.021261702	0.00785892	0.901793739	0.225434723	2.68330641	0.113998853
2007-06-28	12:00:00	0.06393307	0.021261702	0.00785892	0.901793739	0.225434723	2.68330641	0.113998853
2007-06-29	12:00:00	0.075505118	0.025087465	0.007261262	1.093699779	0.273404198	3.036816194	0.151395243
2007-06-30	12:00:00	0.064345678	0.010699056	0.007837611	0.908636266	0.227145104	2.695911018	0.115332244
2007-07-01	12:00:00	0.04156679	0.006958561	0.003595517	1.069831266	0.267474189	0.654557164	0.015277186
2007-07-02	12:00:00	0.042109643	0.007047871	0.00367735	1.164912902	0.291251401	0.709352681	0.016030367
2007-07-03	12:00:00	0.04156679	0.006958561	0.003595517	1.069831266	0.267474189	0.654557164	0.015277186
